age,employment_tenure,avg_monthly_income,savings_balance,monthly_spend_ratio,num_past_defaults,late_payments_6m,bureau_score,avg_daily_balance,txn_count_3m,loan_amount,loan_term,purpose,household_size,label
66,2,34947,0,0.11727731756383994,0,0,616,0,50,500000,36,home,3,0
27,5,24235,77466,0.05,0,0,582,102513,52,50000,36,business,3,1
22,4,6206,76277,0.2264751583682888,0,0,559,38746,45,100000,12,business,2,1
46,4,43657,86839,0.48360114675113375,0,0,714,66426,61,200000,60,home,3,1
57,0,39414,88433,0.14376129574241314,1,0,641,85199,59,50000,60,car,4,1
21,5,33869,158406,0.33645540837086835,0,0,631,52925,61,100000,36,car,5,1
68,1,36666,58178,0.3505175674687219,0,0,549,85901,75,50000,12,personal,1,1
29,7,48787,58966,0.4922256937694174,0,1,625,7855,38,200000,12,home,1,1
39,2,18214,40935,0.5225541155866701,2,0,695,6100,53,50000,24,car,3,1
24,5,29991,30475,0.41649362422477404,0,0,536,32135,40,200000,60,car,5,0
52,3,30242,147,0.16934998683072683,1,0,674,122,45,1000000,60,personal,5,0
55,2,22841,93382,0.29201676852372177,0,0,663,26102,55,1000000,12,home,5,0
68,8,32999,10008,0.12447298097495722,0,0,656,9877,57,50000,24,education,4,1
65,0,35072,113487,0.13004939144923597,0,0,647,20550,49,50000,24,home,4,1
46,3,12380,62226,0.3576089695082087,1,1,681,75762,62,200000,36,education,5,1
36,7,55358,38563,0.17457050690786474,0,0,691,15374,62,200000,12,education,2,1
32,12,28723,97359,0.2682936276306696,0,0,633,61865,37,500000,24,home,4,1
25,6,60247,0,0.31610976983984734,0,0,632,0,52,50000,36,education,4,1
52,0,58780,78874,0.22058145166991294,0,0,703,109218,54,50000,12,business,1,1
47,3,30394,50363,0.2761118390282893,0,0,621,8190,34,100000,60,home,2,1
44,1,34678,32865,0.2478771121271794,0,1,558,25541,56,200000,60,business,1,1
29,2,31332,1345,0.35948152077311224,0,1,619,1853,54,200000,24,personal,2,1
40,5,54391,81866,0.3114992946098835,0,1,675,66767,40,200000,12,education,1,1
61,5,40162,2561,0.20705189331944737,0,0,643,2760,51,100000,36,car,3,1
50,9,46795,100294,0.40539352750162233,0,0,577,24820,41,100000,12,business,3,1
68,3,51650,105163,0.12742066550956369,0,1,620,19353,51,100000,24,personal,1,1
22,4,40252,10330,0.09110914712903187,0,1,565,7731,54,100000,60,home,5,0
24,3,37374,67986,0.2909440543660065,0,1,649,76129,50,1000000,36,home,2,0
68,3,28551,10064,0.095192012938505,0,0,682,8628,49,50000,60,personal,3,1
54,4,35020,26588,0.6252554325785957,0,0,616,20555,58,500000,36,home,5,1
57,3,32027,38278,0.3268339962931599,1,1,669,41002,49,50000,12,home,5,1
34,8,36017,36186,0.3440250553249085,0,1,625,41329,45,100000,36,education,5,1
58,0,34128,87621,0.14527525963573407,0,0,617,102899,42,50000,60,personal,1,1
45,7,74181,89950,0.25738515755589736,0,1,692,133259,42,100000,60,personal,1,1
30,0,37843,83362,0.3860505133225606,0,0,670,102409,48,1000000,60,personal,1,0
51,6,43282,11389,0.3869309636715488,0,0,619,2659,34,50000,12,business,1,1
69,4,42617,50829,0.3241740966235239,0,0,547,50408,55,50000,36,business,1,1
46,4,31740,13660,0.1678732002723476,0,0,563,8502,53,200000,24,car,3,0
24,5,66986,44402,0.1527795834421046,0,0,602,49718,36,200000,12,home,5,1
32,3,63822,54181,0.37249060120025546,0,0,611,13351,46,100000,36,car,1,1
23,5,43350,95613,0.18952476991880754,0,0,634,111507,51,1000000,36,education,3,1
43,4,41100,43555,0.05,0,0,634,63114,48,200000,60,car,3,1
66,1,23567,0,0.12087456005963801,0,0,526,0,57,500000,60,personal,3,0
61,3,39359,20305,0.308706657802035,0,0,670,5215,58,500000,24,education,5,1
55,5,28928,0,0.3047515495095925,0,0,614,0,54,100000,24,business,2,1
67,2,27768,0,0.07349103322508113,0,0,672,0,46,200000,24,business,1,1
68,11,22049,24368,0.3000196678378083,1,0,699,7022,51,100000,24,education,5,1
25,9,47029,0,0.297843131904572,0,0,723,0,40,100000,12,home,4,1
25,2,46950,0,0.2693331560681164,0,0,644,0,54,200000,24,business,1,1
57,2,26826,119102,0.12589540070688804,0,1,678,104797,54,50000,36,personal,5,1
61,2,27060,0,0.5121393399422267,0,1,718,0,40,200000,24,car,4,1
22,8,15922,60281,0.300619813879065,0,2,631,59888,45,200000,36,education,2,1
26,1,37705,72121,0.21056158332287378,0,1,636,102459,63,500000,12,education,4,1
49,5,37928,84010,0.5666831305344104,0,0,657,87880,52,200000,36,car,1,1
55,4,41623,136427,0.15164309305576107,0,0,575,56113,54,50000,36,home,1,1
22,1,40232,35876,0.18286344211911496,0,1,689,47359,46,50000,24,home,2,1
64,3,32078,1231,0.7647273073037673,2,0,590,150,48,500000,60,home,2,0
29,4,31131,33373,0.23401270279522216,0,0,636,23457,51,200000,12,home,5,1
42,3,5000,53652,0.05,0,0,709,74120,58,1000000,60,car,3,0
29,7,44853,31540,0.080368028034989,0,0,733,34763,37,200000,36,home,4,1
30,9,53898,32426,0.3630543229404081,0,0,672,16123,49,100000,60,education,2,1
58,7,63075,8804,0.6651894374190196,0,0,703,4611,52,200000,12,car,4,1
54,1,43362,71389,0.1419922571547892,0,0,695,84729,56,100000,24,education,2,1
28,3,61096,50372,0.42168378404039336,0,0,720,60168,59,50000,12,business,3,1
21,5,37370,134981,0.5265986689918174,0,0,688,29679,39,50000,24,personal,4,1
51,3,37315,15728,0.32904418532978663,0,0,620,7299,44,50000,36,education,3,1
34,3,6497,24761,0.14007128154080634,1,0,751,11120,64,50000,36,car,5,1
53,0,19794,0,0.183616544848982,0,0,662,0,44,50000,60,business,5,1
27,3,51535,0,0.16217868434663896,0,0,720,0,52,200000,24,education,3,1
66,2,80937,39393,0.1826511902839691,0,0,624,16417,44,500000,60,home,5,1
63,0,28992,110090,0.13115093044388412,1,0,628,20150,49,200000,24,personal,5,1
55,8,30207,0,0.24117802306418412,0,0,676,0,49,100000,60,car,4,1
32,9,37595,104305,0.19352488059350034,3,0,658,141481,42,100000,60,business,3,0
48,3,54171,82970,0.07248241766411262,0,0,583,121561,61,50000,12,education,5,1
47,10,24139,3835,0.3859729902215745,3,1,611,2878,49,200000,36,business,1,0
69,1,52037,111852,0.23424334752013215,0,0,694,107475,55,50000,60,home,2,1
60,0,43065,19856,0.29731681513825947,0,0,784,28650,53,50000,36,education,5,1
68,1,47766,85286,0.1547413129232714,0,0,595,100853,49,100000,12,business,2,1
61,6,52353,31380,0.10229026749159834,0,0,582,16216,55,500000,36,personal,1,1
46,5,49691,0,0.05,1,0,638,0,54,200000,36,personal,2,1
48,7,41563,98590,0.30737172301100085,0,1,635,118068,40,50000,24,business,4,1
68,6,40787,56734,0.37245485778523013,0,0,641,26283,55,100000,24,business,5,1
65,5,44476,53597,0.39983238979067964,0,0,620,20410,51,100000,60,education,1,1
22,3,39352,0,0.5809392315906385,0,0,614,0,43,50000,60,personal,4,1
40,4,64943,53775,0.5628683929162954,2,0,667,29792,52,50000,36,business,2,1
22,4,56514,24331,0.1453451782649908,0,0,694,31908,58,200000,24,business,1,1
67,5,35601,9365,0.528090025991277,0,0,756,11475,54,200000,24,home,5,1
55,6,66725,29930,0.2446585684226541,0,1,628,30221,59,50000,36,personal,1,1
23,5,59612,24347,0.38460477221627204,0,0,710,13329,42,50000,36,home,2,1
64,6,27213,41826,0.4743160453369398,0,0,613,61008,47,100000,12,home,5,1
55,8,60282,0,0.05,0,1,623,0,57,50000,36,education,2,1
55,7,33360,27297,0.05,0,0,743,8005,64,100000,24,car,5,1
50,8,32590,26674,0.21377678494817656,0,0,804,26909,43,50000,36,business,5,1
32,6,25220,18661,0.196431520034195,0,0,640,17135,59,200000,60,business,1,1
48,2,56338,74337,0.22678341864114088,0,0,744,53928,58,500000,24,car,4,1
44,5,17364,109346,0.27371879716326236,0,0,569,22784,48,200000,36,home,1,1
60,3,34624,35007,0.48570018094599987,0,2,520,29662,50,100000,60,business,5,0
45,2,57492,42473,0.17332268787163502,0,0,698,46121,54,500000,24,education,3,1
52,6,13282,108333,0.24105046804600036,0,0,576,65598,63,100000,60,personal,3,0
35,7,38289,88509,0.27097433586812547,0,0,582,86488,46,200000,36,car,2,1
22,0,38460,89498,0.490246344111526,0,0,694,129365,55,100000,36,home,2,1
61,1,25874,62882,0.6257433513328106,0,1,763,39953,52,100000,36,home,4,1
57,5,39236,0,0.5693218974585064,0,1,627,0,41,200000,36,education,3,1
48,0,37008,89787,0.4185360849955425,0,0,584,62244,48,50000,12,home,2,1
50,0,45153,48078,0.35343995102481346,0,0,668,58491,53,50000,12,home,4,1
62,4,54902,62432,0.16906873029338568,0,1,654,28640,44,50000,24,education,5,1
35,4,35654,29899,0.185128853889299,0,1,657,21907,47,200000,60,personal,4,0
42,6,32564,74689,0.2678170908705256,0,0,702,75568,52,50000,12,business,3,1
27,3,31929,0,0.29939012104138885,1,0,676,0,60,100000,36,personal,3,1
69,5,18217,0,0.3848016521105102,0,0,593,0,57,200000,36,business,5,1
47,5,23562,6841,0.449023123051329,0,0,519,9461,48,200000,36,business,3,1
40,0,46464,89276,0.14960602010730015,0,0,594,112206,56,200000,36,business,3,0
42,3,22566,41691,0.09764046855044545,0,1,685,58549,58,500000,24,home,5,1
23,7,44364,62031,0.2762165628447952,0,0,770,19523,38,100000,60,car,1,1
60,0,48391,39146,0.29164151412251665,1,0,676,27626,47,50000,12,home,3,1
41,6,24381,101942,0.29951463824644126,0,0,543,47902,47,100000,12,home,5,1
38,2,31630,62268,0.12548080290282249,0,0,640,71499,45,100000,36,education,1,1
57,0,17958,51938,0.32079636713772286,0,1,612,33897,50,100000,12,personal,5,1
37,4,50908,56296,0.4815846153924411,0,1,638,83124,46,100000,36,personal,3,1
67,3,36247,2486,0.27578045873696977,0,0,667,2725,50,50000,36,business,5,1
27,5,17549,82311,0.5412968689371421,0,0,585,34145,50,50000,24,car,2,1
69,3,36835,37802,0.3287790586886236,0,0,622,12875,41,100000,12,home,3,1
46,9,44878,89149,0.15923204756114864,0,1,680,59326,45,100000,60,car,4,1
26,3,78739,92407,0.3157239393489261,0,0,702,110708,44,50000,60,personal,5,1
58,3,21176,39919,0.5236539212369158,0,0,579,8168,48,200000,60,education,3,0
30,10,40515,18828,0.5221492943760094,0,0,560,19223,51,50000,36,home,1,1
31,5,50864,98328,0.09668024895715054,0,1,591,63746,43,100000,24,personal,5,1
26,5,58884,104673,0.2665152900849491,0,1,771,70434,47,100000,60,home,4,1
37,0,63192,107364,0.13465584709853612,0,0,633,63741,51,100000,24,business,4,1
58,5,44220,41964,0.2556541522722636,0,0,698,40258,50,50000,36,personal,3,1
59,4,49280,140627,0.2381989972040085,0,0,574,151146,50,50000,24,home,5,1
31,7,40914,27980,0.2792436265915223,0,0,597,30763,50,50000,12,home,5,1
45,0,28308,102842,0.10241762597344295,0,0,628,77153,46,200000,36,personal,3,1
25,8,74942,21949,0.05,0,1,641,19234,50,100000,60,business,3,1
29,11,30551,48550,0.22133226318224222,0,0,512,45932,40,100000,60,education,2,1
42,3,72203,56526,0.1806123887747646,0,0,654,71198,47,200000,12,education,3,1
45,8,38903,85761,0.2844189968419545,0,0,688,14818,42,500000,60,business,3,1
55,8,51331,105757,0.23523684237951317,1,0,658,19079,47,100000,36,education,1,1
35,0,42711,58681,0.3427301707767397,0,0,682,60870,45,100000,36,home,2,1
55,0,24014,45230,0.1863150076035105,0,1,545,53131,51,50000,60,personal,1,1
24,5,41855,30682,0.32636220893429846,0,1,686,41708,54,200000,12,education,4,1
47,3,60624,9827,0.6096070500577292,0,0,595,8553,47,200000,36,business,1,1
28,3,47566,3371,0.05,0,1,636,2703,53,100000,60,business,3,1
38,0,40170,43665,0.05,0,0,734,26879,55,200000,60,car,1,1
64,2,41844,29821,0.2898544968557667,0,0,594,11856,42,100000,12,home,3,1
44,6,40851,16679,0.22345763775803257,0,1,772,4314,44,50000,12,home,2,1
54,10,20826,43218,0.2896012297200518,0,0,700,61905,38,100000,24,car,2,1
48,5,59123,69624,0.34957066577766205,0,0,523,12928,47,100000,36,personal,5,1
68,1,76384,60998,0.4249845804227833,0,1,685,52202,47,50000,12,business,1,1
64,0,27211,0,0.34864710789631087,0,1,657,0,56,100000,36,education,1,1
38,5,19971,66802,0.21082912511448895,0,0,657,24291,52,200000,36,car,4,1
52,6,42533,109962,0.24162975220721972,2,0,669,75914,51,50000,12,car,1,1
44,4,53631,2232,0.059556177382586784,1,0,807,2919,40,50000,12,car,2,1
37,4,22954,43403,0.18579536631960722,0,1,698,5823,47,500000,12,home,2,1
38,4,14467,13446,0.22517526853114728,0,0,716,13207,55,100000,36,business,5,1
38,8,40342,17222,0.46007087970891747,0,0,547,17604,52,100000,12,education,2,1
36,2,26371,60359,0.17685559816701632,0,2,655,22206,54,50000,24,personal,4,1
28,4,61749,120085,0.23695261955644487,3,0,633,138208,50,200000,60,car,3,1
59,2,28025,0,0.26067151346191514,0,1,726,0,48,500000,12,personal,2,1
34,6,18872,203829,0.1167609730490756,0,0,537,268362,54,100000,12,personal,2,1
26,2,27581,51868,0.05,0,1,670,8337,39,200000,36,car,5,1
66,0,44817,66164,0.33198009221126046,1,0,739,91808,54,500000,24,personal,4,1
28,2,43162,44705,0.670488636994005,0,0,591,6347,62,100000,24,business,4,0
57,2,26971,19502,0.36630609599401703,0,0,601,19834,55,50000,24,education,5,1
69,6,44677,85418,0.30908010805850544,0,1,661,91742,50,500000,60,car,3,1
41,1,61520,41519,0.12613192996736372,0,0,553,57908,47,500000,60,car,3,0
66,7,28748,57717,0.24196177352626003,0,0,635,8454,49,100000,60,home,2,1
48,3,64404,57878,0.23884609158874034,0,0,680,34509,52,100000,60,business,3,1
47,0,5000,93511,0.2092351135232284,3,0,742,12663,58,500000,24,home,3,0
39,7,39760,15942,0.1347085109127593,0,0,618,10571,51,500000,12,personal,2,1
54,2,25090,74025,0.40654011681326135,0,0,723,94895,52,1000000,60,business,2,0
34,5,30896,48182,0.2513886404451576,0,0,658,18612,62,500000,60,business,3,0
28,2,29880,2920,0.052758172362280975,0,1,730,398,47,100000,12,personal,3,1
56,0,52347,29445,0.3628913349285696,0,0,783,20847,46,100000,12,personal,4,1
47,5,51574,33606,0.21476889981110975,0,1,626,17946,48,200000,12,business,5,1
29,2,19253,100961,0.4231135413250257,0,1,740,111461,56,50000,12,education,3,1
29,2,71555,114691,0.10814569375924962,0,1,726,99434,60,200000,60,business,2,1
43,7,69544,117891,0.5380090429619432,1,0,575,106776,41,100000,24,home,5,1
30,7,59998,94579,0.42008955503185724,1,0,625,129910,46,100000,24,car,5,1
58,5,35782,16130,0.05,0,0,575,14869,50,100000,12,business,5,1
57,5,37042,27342,0.32821330111957914,0,0,615,32116,42,50000,12,car,3,1
26,3,29792,0,0.05,0,1,636,0,52,200000,60,education,4,1
33,6,41863,43208,0.38217312918788787,0,0,702,34807,52,200000,60,home,2,1
67,8,12602,14871,0.1578023519093983,0,0,626,9431,38,100000,36,business,3,1
36,4,60538,49664,0.3445909295236715,0,0,517,12441,47,1000000,24,home,1,1
44,4,33372,73575,0.2127178657714797,0,1,781,19217,55,100000,24,business,1,1
68,7,56397,15752,0.22734921282733878,2,0,746,4854,54,100000,36,home,3,1
33,3,23863,28620,0.1591329009620532,1,1,698,33760,55,100000,60,home,5,1
28,4,46804,89215,0.13131344351150043,0,1,704,19736,57,100000,60,education,4,1
66,10,13476,106862,0.20697854722902376,0,0,795,87618,42,100000,36,car,5,1
65,7,42659,41018,0.3950771207718506,0,0,737,7082,45,100000,60,education,2,1
58,1,53059,68204,0.17139436689822662,0,1,663,83855,38,100000,60,education,4,1
42,5,74728,31644,0.15611826248088817,0,1,577,21667,52,200000,12,car,3,1
45,1,35714,55421,0.7510448665488725,1,1,583,75302,41,1000000,24,education,3,0
23,7,43487,61798,0.18556463804978823,0,0,716,15595,51,500000,12,home,3,1
53,1,37636,46622,0.18676810460931506,0,0,617,55758,47,50000,24,business,5,1
29,4,36762,53402,0.41691505478631274,0,0,665,51357,49,500000,24,education,5,1
66,3,52819,82348,0.6156392486358584,0,0,639,18032,42,200000,24,car,5,1
22,3,49263,10464,0.3853097682478703,0,0,586,10284,52,200000,60,home,5,1
30,0,38171,46529,0.33965917435216636,0,0,615,44126,51,100000,36,business,3,1
59,8,40316,52321,0.11171134950061563,0,0,589,47528,62,100000,60,car,1,1
51,3,32161,82079,0.2766135020239464,0,0,686,15386,52,200000,12,education,1,1
57,0,15905,0,0.3213056282777187,0,0,596,0,49,50000,36,home,1,1
50,1,43539,27604,0.2341823786233944,0,0,642,10994,57,200000,60,education,4,1
44,7,51387,84374,0.15955783138168403,0,0,678,90620,58,50000,12,home,4,1
34,4,44362,4782,0.3994399926197419,0,0,708,5065,64,50000,60,personal,4,1
69,11,15756,32006,0.561921519832655,0,1,651,17047,32,50000,12,education,2,1
41,6,43630,49828,0.40334328534855135,0,0,642,44169,55,100000,24,personal,3,1
26,1,14817,61457,0.22436629966026028,0,0,609,56331,54,50000,60,car,3,1
49,5,58549,11878,0.29014063006416063,0,1,700,6504,57,50000,12,car,1,1
47,7,56309,23202,0.3215972405707422,0,0,568,9704,49,50000,60,business,1,1
34,3,65208,76985,0.3314766463171052,0,0,696,43874,60,200000,60,education,4,1
37,7,52445,0,0.2143131150206526,0,1,640,0,42,100000,12,personal,3,1
33,6,24428,32747,0.19345509343614978,0,0,646,9755,45,100000,36,business,1,1
47,3,46937,37030,0.193681584372606,0,0,641,13105,47,1000000,60,car,1,0
66,3,60997,53880,0.26608558601843246,1,0,669,6819,53,50000,24,personal,1,1
55,0,15853,83773,0.06952185122004449,0,0,584,90699,56,200000,60,home,3,1
54,10,40431,51749,0.3783266539110538,0,1,606,75775,37,100000,60,home,1,1
33,6,59496,0,0.11058038415533313,0,0,596,0,44,100000,36,education,4,1
67,7,30282,0,0.49720164160312835,1,0,614,0,52,200000,24,home,5,1
29,4,60145,101567,0.5406600623250781,0,0,483,85330,53,100000,24,personal,1,1
56,5,15195,46646,0.12396998618727982,0,0,573,45344,35,50000,36,business,2,1
37,5,17077,31583,0.5202988383746224,0,0,654,20276,54,100000,60,car,3,1
27,11,30173,69352,0.38754679010152243,0,0,613,77917,50,200000,60,business,1,0
23,4,41185,88828,0.692199287517749,0,1,652,32261,56,50000,12,education,2,1
29,5,29019,94250,0.33256037632210816,0,0,751,69852,54,50000,24,personal,3,1
45,3,58448,22447,0.33400815259822825,0,1,629,6552,61,200000,36,home,5,1
44,0,43681,18812,0.36080543433171175,0,0,624,24703,56,200000,36,car,2,1
40,7,34080,47095,0.6395416418874529,0,0,647,5624,54,100000,60,business,4,1
26,8,74159,0,0.4091872329676674,0,0,657,0,51,200000,36,home,2,1
48,6,23550,0,0.43243778140441896,0,1,660,0,60,100000,60,car,1,1
50,5,31462,64047,0.17727411757651892,0,0,614,67578,52,100000,24,business,1,1
56,6,39225,15358,0.3162191803524422,0,0,592,6211,55,500000,24,personal,4,1
50,3,42816,44524,0.484850587761896,1,0,586,19113,50,200000,24,business,2,1
60,12,67172,23444,0.11497082559222262,0,0,644,3305,50,50000,36,education,3,1
63,6,38233,102877,0.05825518003292335,0,0,710,57838,42,100000,12,business,3,1
50,3,32387,59879,0.3476463063996136,0,0,711,34799,66,100000,12,education,4,1
66,4,45222,9613,0.29170814044041515,1,0,728,6741,48,200000,12,car,2,1
25,7,18613,0,0.24903674511095025,0,0,725,0,60,200000,60,home,1,1
54,8,24375,38571,0.565145434360555,1,1,535,29602,52,500000,24,home,3,1
29,4,6241,70803,0.23539994559096075,0,0,658,22151,46,100000,60,personal,3,1
35,5,68423,48324,0.3439013663582915,0,1,606,21201,57,100000,12,home,1,1
35,0,33771,105429,0.4376832562491996,1,2,657,128082,47,100000,36,home,1,1
25,1,37829,0,0.581957759737551,1,0,586,0,36,50000,36,personal,5,1
23,0,37609,14575,0.2518194051641309,0,0,802,13576,37,200000,60,business,2,1
21,5,20264,20360,0.3472797363485635,0,0,715,26959,52,100000,24,education,2,1
64,3,45768,53523,0.47032481173228613,0,0,664,25180,39,1000000,24,car,3,1
51,7,42353,125374,0.352403692473576,1,0,653,40498,39,200000,60,home,1,1
21,7,31147,65454,0.339972164526183,0,0,579,81676,52,200000,12,home,3,1
21,6,29842,0,0.7516367648316139,0,0,653,0,74,100000,12,personal,3,1
52,5,44685,126186,0.16317396790260802,0,0,722,128725,50,500000,60,education,4,0
62,3,54459,58590,0.47251346217450474,0,0,693,36658,53,500000,60,car,3,0
62,0,30844,16056,0.05,0,0,596,12131,45,50000,24,home,4,1
23,3,40930,91037,0.24511739723890746,1,0,611,32390,51,50000,24,business,2,1
49,10,29582,62932,0.2560498737317609,1,0,660,8512,60,50000,12,home,3,1
58,6,58954,103210,0.18126854569992892,0,0,598,33156,55,100000,24,car,3,1
23,5,43676,53287,0.2600943359110851,1,0,625,49443,56,200000,60,home,1,1
57,1,53679,96916,0.07256672550745358,1,0,684,134043,45,100000,24,home,2,1
46,0,56573,23443,0.44167345279432346,0,0,679,4943,33,100000,12,car,2,1
49,4,38860,77498,0.14439021915328612,0,0,627,31126,46,50000,60,business,5,1
61,1,34004,65124,0.19927107028349336,0,0,726,60886,55,200000,12,home,5,1
65,8,28005,48452,0.184196609606484,0,1,709,15790,53,200000,36,business,4,1
67,3,27013,88439,0.3164768133582436,0,0,695,57461,49,500000,36,personal,5,0
62,5,48753,127463,0.06335744645097488,0,0,677,190851,49,50000,36,business,2,1
22,2,55878,58349,0.16815143779313768,0,0,635,15328,56,50000,60,home,5,1
69,0,51128,25796,0.14017508258703892,2,2,767,8656,51,50000,12,business,2,1
55,4,32864,56655,0.34905760271912667,0,0,629,65046,55,100000,36,home,4,1
34,3,38769,0,0.40206697209626424,0,0,761,0,53,1000000,24,education,2,1
22,4,52184,69311,0.16940245267078502,0,0,760,72836,44,50000,12,car,4,1
25,5,60254,59888,0.1589770250445901,0,0,695,38989,48,50000,36,home,5,1
34,6,43655,0,0.05,1,0,719,0,51,100000,12,education,4,1
46,4,23611,29916,0.434769180635262,0,0,615,13880,51,1000000,36,home,3,0
23,8,47568,3008,0.2190379925472185,0,0,603,1700,65,50000,12,education,5,1
57,7,37597,49383,0.17971318075021697,0,0,642,61207,44,50000,24,education,5,1
28,7,26175,51459,0.32449761975554187,0,0,699,56597,50,200000,36,home,4,1
61,8,24045,0,0.2915583870738736,2,0,598,0,53,200000,36,education,5,1
50,2,39521,0,0.4056756319552162,0,0,626,0,44,100000,24,car,4,1
63,3,29548,37564,0.3115350924386214,0,0,642,28626,51,100000,60,education,3,1
59,0,32268,88462,0.11556898093526256,1,0,690,115109,46,100000,24,home,4,1
61,6,31117,20534,0.36664257852848126,0,2,668,7862,66,100000,36,business,2,1
26,5,44507,104031,0.29207111049539003,0,1,637,107937,51,200000,36,car,5,0
39,7,41079,1373,0.3447762800261799,1,0,664,437,59,100000,24,education,4,1
58,3,36338,14843,0.3495534830520731,0,0,701,6843,43,200000,36,home,1,1
21,13,55925,50560,0.30616055446409796,0,0,721,65478,50,100000,12,business,3,1
62,6,44897,36820,0.4123130853814432,0,0,688,53429,61,100000,12,car,3,1
54,3,51557,30178,0.7104283175541436,0,1,648,4137,50,200000,36,car,5,1
50,5,56287,12124,0.17320422761339674,1,0,620,12505,45,200000,60,education,1,1
68,6,68311,40447,0.33591569004984034,0,1,626,48057,50,50000,36,home,2,1
57,0,50328,44751,0.37191723308211433,0,0,659,53226,47,50000,12,personal,5,1
28,2,37685,48514,0.5390137709143313,0,0,568,36454,34,100000,60,car,4,0
30,6,46004,85165,0.1427287423783745,1,0,556,53356,50,200000,12,education,4,1
68,5,38424,32351,0.20870801011911663,0,0,609,42118,34,100000,12,education,4,1
42,4,16863,65968,0.5791848045272598,1,0,589,88480,52,50000,24,home,4,0
22,4,50408,30046,0.44474655761917636,0,0,758,40062,55,100000,60,home,1,1
21,4,50138,0,0.28836232094328407,0,1,705,0,51,100000,12,home,4,1
22,6,25319,70576,0.2602280931779058,1,0,684,51416,55,50000,24,education,2,1
69,3,58144,46780,0.09359262071653494,0,0,591,25689,40,200000,60,education,1,1
22,4,35857,16943,0.28200287795011436,1,0,673,12829,52,100000,12,personal,4,1
42,1,28942,0,0.26419499999679846,0,0,704,0,52,200000,60,car,3,1
26,2,47124,54489,0.19137739489148997,0,0,729,61095,52,200000,24,education,1,1
37,4,45333,37474,0.08733166158430092,0,0,712,7696,53,100000,60,personal,1,1
58,1,50464,44911,0.19139690763844808,0,0,634,49059,49,500000,60,business,5,1
43,5,54646,106004,0.3366590000099297,0,0,734,148026,62,100000,12,car,3,1
65,7,35720,11640,0.3716691005429212,0,0,586,2844,40,1000000,12,business,5,0
38,4,40558,94890,0.29761652151261014,0,0,677,117980,58,500000,12,education,5,0
53,0,52371,97399,0.38672631618021136,0,0,734,136210,53,100000,60,car,1,1
25,5,53512,90171,0.27292952096558487,1,0,665,32663,49,200000,12,education,2,1
60,1,62756,31668,0.13083671421553814,0,0,645,35271,49,100000,36,car,4,1
42,5,30512,4279,0.16724256143920138,2,1,620,5221,39,50000,36,car,4,1
56,9,55507,41019,0.07643545002579219,1,1,653,30031,44,500000,60,personal,2,0
46,3,38344,0,0.05,0,0,558,0,54,100000,12,personal,3,1
24,5,26668,27686,0.6388469080182135,0,1,703,37872,60,50000,24,personal,5,1
44,0,22420,53491,0.3250773775310335,0,2,713,65609,42,100000,24,personal,1,1
23,9,27898,105645,0.2398934395457868,0,0,615,67370,50,100000,12,business,5,1
64,10,25563,65152,0.5969227169826292,0,0,716,38156,56,200000,60,business,5,1
34,5,16725,0,0.19489420528777132,1,0,672,0,57,100000,36,education,5,0
22,5,67282,150121,0.05,0,0,604,205636,42,1000000,36,education,5,0
54,7,11392,5654,0.1690485666347916,0,0,679,4845,39,200000,12,home,5,1
30,1,22080,27654,0.4807473457800346,0,0,628,7396,54,100000,60,business,2,1
57,10,5000,82764,0.22137551974054648,0,0,688,63147,60,50000,24,education,5,1
25,5,70643,74228,0.37930689290540265,0,0,561,68129,38,50000,12,education,1,1
39,5,45149,38911,0.3493731273503887,0,1,661,27988,55,200000,36,personal,4,1
26,4,38761,12891,0.2836625012420012,0,0,667,16523,60,100000,36,personal,3,1
59,6,9174,22769,0.21424198619477053,0,0,718,26663,46,500000,12,home,3,1
38,6,27647,80247,0.15147864956440352,2,0,647,68828,51,50000,24,education,3,1
26,5,52025,63385,0.1135426966728845,0,0,724,39491,45,50000,12,home,4,1
44,0,63109,49471,0.28369639872737595,2,0,712,56396,49,100000,12,business,2,1
69,3,21380,94702,0.5045690645759833,3,1,573,137848,39,200000,36,home,5,0
66,0,25517,117062,0.3239822461834754,0,0,621,58567,52,200000,60,home,3,1
33,4,26322,37604,0.4044908632933075,1,2,647,26366,38,1000000,36,education,1,0
48,5,40774,28318,0.38753060910787174,1,0,717,27878,41,50000,24,home,4,1
43,3,33674,84034,0.30485372488558315,0,0,669,77907,47,50000,36,car,1,1
54,4,20062,0,0.4068439154437101,0,0,710,0,47,200000,12,business,4,1
61,7,38371,67510,0.23397311941939677,0,0,676,27777,48,200000,36,car,3,1
34,7,50350,99391,0.4858972739590443,3,1,473,41627,56,50000,12,education,5,1
59,5,23156,62148,0.5058354284846368,0,0,722,43598,58,1000000,60,car,1,0
47,11,48213,109849,0.05724876508503549,0,0,593,92918,61,500000,24,personal,4,1
40,5,40380,145490,0.5139428415874252,0,1,597,56071,47,200000,12,education,5,1
24,3,34528,82812,0.2338025485580721,0,0,626,76087,49,100000,12,personal,3,1
44,4,30087,66155,0.11675577306317646,0,3,668,67671,59,100000,24,education,3,1
25,2,45144,55778,0.23208306610511314,0,0,696,60631,50,50000,24,education,1,1
